"AVOID_MAN_CD","BODY_TYPE","COMM_VEH","CRN","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","OWNER_DRIVER","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE","VEH_TYPE","PARTIAL_VIN","VINA_BODY_TYPE_CD"
"","15","N","2017008675","2","1","","1","12","Y","HOND","2007","01","1","","1","00","S","999","0","","1","01","07","01","01","PA","1","06","JHLRE48347C","PUT"
"","04","N","2017008388","3","1","","1","12","Y","TOYT","2011","01","1","","1","00","E","030","0","","1","01","01","12","07","PA","1","01","2T1BU4EE0BC","P4D"
"","03","N","2017000697","2","1","","1","12","Y","HYUN","2011","01","1","","1","00","N","999","0","","1","01","04","02","06","PA","1","01","KMHCM3AC5BU","P2H"
"","15","N","2017008961","3","1","","1","02","Y","FORD","2005","01","1","","1","00","N","040","0","","1","01","07","01","01","PA","1","06","1FMYU02Z25K","T4W"
"","51","N","2017008590","3","2","","1","06","Y","TOYT","2003","","0","","1","00","","000","0","","3","02","02","06","01","NY","3","04","5TEWN72N93Z","TPC"
"","73","N","2017010915","1","1","","3","01","Y","FORD","2015","02","1","","1","00","W","065","0","","1","01","03","15","03","PA","1","04","1F65F5KY5F0","TIC"
"","51","Y","2017012028","1","1","","1","06","Y","FRHT","2016","01","1","","1","00","N","025","0","","2","01","03","01","03","UT","2","05","1FVACWDTXGH","TCC"
"","04","N","2017010048","3","1","","3","12","Y","NISS","2004","01","1","","1","00","N","045","0","","1","01","07","02","03","PA","1","01","1N4AL11D44C","P4D"
"","51","Y","2017012227","3","1","","2","12","Y","GMC","2004","02","1","","1","00","W","015","0","","2","01","03","01","01","PA","1","04","1GTHK24UX4E","TPK"
"","51","N","2017010827","2","1","","1","12","Y","FORD","1993","01","1","","1","00","N","999","0","","1","01","05","01","01","PA","1","04","1FTHX26M3PK","TPC"
"","04","N","2017010880","1","1","","1","06","Y","CHEV","2003","02","1","","1","00","N","000","0","","2","01","08","03","06","PA","3","01","2G1WF52K839","P4D"
"","02","N","2017017341","3","1","","3","11","Y","PONT","2008","01","1","","4","00","S","045","0","","1","01","05","16","01","PA","1","01","1G2AL18F487","PCP"
"","15","N","2017015690","2","1","","2","06","Y","SUBA","2016","01","1","","1","00","S","000","","","2","01","04","03","01","PA","2","06","JF2SJAHCXGH","PUT"
"","04","N","2017016434","3","1","","1","12","Y","MRCU","2008","02","1","","1","00","N","999","0","","1","01","12","04","03","PA","1","01","1MEHM40W38G","P4D"
"","04","N","2017016434","3","1","","1","12","Y","BMW","2008","01","1","","1","00","N","999","0","","6","01","05","01","01","PA","1","01","WBANV13508C","P4D"
"","15","N","2017015432","3","1","","1","12","Y","HOND","2006","02","1","","1","00","W","030","0","","1","01","08","08","01","PA","1","06","SHSRD78956U","PUT"
"","15","N","2017018724","2","1","","1","06","Y","DODG","2013","01","1","","1","00","E","999","0","","2","01","03","01","01","PA","3","06","1C4SDJCT1DC","PUT"
"","02","N","2017020982","3","1","","1","11","Y","NISS","2012","01","1","","4","00","W","060","0","","1","01","05","16","13","PA","1","01","1N4AL2EP0CC","PCP"
"","05","N","2017000296","1","1","","1","01","U","CHEV","2013","01","2","","1","00","U","999","0","","1","01","05","10","03","PA","1","01","1G1JC6SG8D4","P4H"
"","","","2017016527","","","","","","","","","","1","","","","","","","","1","31","","","","","2","","",""
"","04","N","2017000191","3","2","","3","06","U","FORD","2008","","0","","1","00","W","000","0","","3","02","07","06","11","PA","2","01","1FAHP35N68W","P4D"
"","04","N","2017016539","3","1","","3","12","Y","HOND","2004","02","1","","4","00","E","055","0","","1","01","01","16","03","PA","1","01","2HGES16574H","P4D"
"","04","N","2017016011","3","1","","1","11","Y","DODG","2004","01","1","","3","00","N","999","0","","2","01","07","17","01","PA","1","01","1B3EL46X04N","P4D"
"","51","N","2017016763","3","1","","1","11","Y","DODG","2002","02","1","","1","00","N","002","0","","1","01","07","12","07","PA","2","04","3B7KF23672M","T4C"
"","51","N","2017015567","1","2","","1","05","Y","CHEV","2008","","0","","1","00","","000","0","","3","02","12","06","01","PA","2","04","1GCDT33E588","TCW"
"","12","N","2017012643","3","1","","3","11","Y","CHRY","2015","01","1","","4","00","W","999","0","","2","01","99","16","01","PA","2","01","2C4RC1BG1FR","PSV"
"","02","N","2017017555","2","1","","3","08","Y","HOND","2014","01","1","","1","00","S","035","0","","2","01","05","01","01","PA","2","01","1HGCT1B85EA","PCP"
"","39","Y","2017005930","2","1","","1","01","Y","GILG","2009","08","4","","1","12","S","999","0","","1","01","01","01","01","PA","1","03","15GGD271291","TBU"
"","15","Y","2017018392","1","1","","3","10","Y","VOLV","2016","02","1","","1","00","N","040","1","","2","01","03","01","01","IL","2","05","1FMYU92ZX6K","T4W"
"","04","N","2017000083","3","1","","3","07","Y","BMW","2016","01","2","","1","00","W","999","0","","1","01","07","01","01","OH","2","01","WBA8E3G53GN","P4D"
"","04","N","2017010819","3","1","","1","12","Y","HOND","2003","02","2","","1","00","S","999","0","","1","01","01","01","01","PA","1","01","2HGES26753H","P4D"
"","15","N","2017015527","3","1","","2","02","Y","MITS","2011","01","1","","1","00","S","010","0","","1","01","05","12","03","PA","2","06","JA4AR4AU6BZ","PUT"
"","05","N","2017017795","2","1","","1","12","Y","PONT","2010","01","1","","1","00","N","999","0","","1","01","07","01","01","PA","1","01","5Y2SP6E89AZ","P4H"
"","51","Y","2017015576","3","1","","1","12","Y","FRHT","2016","02","1","","1","00","E","999","0","","1","01","03","01","01","PA","1","05","3ALACWDT8GD","TCC"
"","41","N","2017004893","3","1","","1","04","Y","DODG","2004","01","1","","3","00","N","999","0","","2","01","01","17","01","PA","1","04","2D4GP44L74R","TES"
"","05","N","2017013875","1","1","","3","06","Y","FORD","2014","01","1","","2","00","S","999","0","","2","01","02","02","01","PA","2","01","1FADP3N2XEL","P4H"
"","04","N","2017013160","2","1","","1","06","Y","TOYT","2003","01","4","","1","00","S","000","0","","2","01","12","03","01","PA","2","01","1NXBR32E33Z","P4D"
"","15","N","2017000138","9","1","","1","12","U","JEEP","2008","01","1","","1","00","S","010","0","","1","01","07","10","07","PA","1","06","1J8FF28W28D","T4W"
"","75","Y","2017012260","3","1","","1","11","U","KNNW","1993","02","1","","1","00","N","999","1","","2","01","01","01","03","IN","2","05","2XKWDB9X8PM","TTR"
"","51","N","2017000151","1","1","","3","10","Y","CHEV","2011","02","2","","1","00","E","000","0","","2","01","01","03","01","PA","2","04","1GCPKSE34BF","TCW"
"","51","N","2017012014","3","1","","1","02","Y","CHEV","2007","02","1","","1","00","N","055","0","","1","01","01","01","01","PA","1","04","1GCHK29UX7E","T4C"
"","","","2017012644","","","","","","","","","","1","","","","","","","","2","31","","","","","2","","",""
"","05","N","2017015347","2","1","","3","08","Y","HYUN","2016","03","1","","4","00","E","050","0","","2","01","02","16","06","DE","2","01","KMHCT5AE5GU","P4H"
"","51","N","2017006682","1","1","","2","12","Y","FORD","2010","01","1","","1","00","N","999","0","","2","01","03","01","03","PA","2","04","1FTFW1EV8AF","TCW"
"","04","N","2017013160","3","1","","1","12","Y","VOLK","1997","01","1","","1","00","S","999","0","","1","01","05","01","03","PA","1","01","3VWRF81H6VM","P4D"
"","04","N","2017000144","1","2","","2","11","Y","HYUN","2004","","0","","2","00","N","000","0","","4","02","12","06","01","PA","2","01","KMHFU45E04A","P4D"
"","04","N","2017002288","2","1","","1","06","Y","BUIC","2011","01","1","","1","00","S","999","0","","2","01","07","01","04","PA","2","01","1G4GE5ED3BF","P4D"
"","12","N","2017021141","3","1","","1","12","Y","CHRY","2006","01","1","","1","00","W","020","0","","1","01","12","01","06","PA","1","01","3A8FY68B16T","PSV"
"","05","N","2017000559","3","2","","2","07","Y","TOYT","2008","","0","","1","00","E","000","0","","3","02","04","06","09","PA","2","01","JTDKB20U583","P4H"
"","04","N","2017016695","3","1","","1","12","Y","HYUN","2011","02","1","","1","00","S","999","0","","2","01","02","01","01","PA","1","01","5NPEC4AB0BH","P4D"
"","04","N","2017019549","1","1","","1","06","Y","HOND","2014","01","1","","1","00","E","000","0","","2","01","01","03","01","PA","2","01","19XFB2F55EE","P4D"
"","15","N","2017019498","2","1","","1","10","Y","CHEV","2008","01","1","","1","00","S","999","0","","1","01","01","10","03","PA","2","06","2CNDL737386","PUT"
"","75","Y","2017020659","2","1","","2","11","Y","FRHT","2012","02","1","","1","00","E","005","1","","4","01","03","02","06","PA","2","05","1FUJGLDRXCS","TTR"
"","51","N","2017000777","1","1","","1","12","Y","DODG","2008","01","1","","1","00","W","999","0","","2","01","07","01","01","PA","2","04","1D7HW38KX8S","TCW"
"","03","N","2017023360","2","1","","1","06","Y","FIAT","2012","01","1","","1","00","E","000","0","","2","01","04","03","03","PA","2","01","3C3CFFAR9CT","P2H"
"","12","N","2017001985","3","1","","1","01","Y","GMC","2001","01","1","","1","00","N","999","","","3","01","09","01","01","PA","1","06","1GKCT18W91K","T2W"
"","04","N","2017019779","1","1","","3","08","Y","VOLK","2013","01","1","","1","00","S","000","0","","3","01","12","03","03","PA","2","01","3VWBP7AJ2DM","P4D"
"","15","N","2017020623","2","1","","1","12","Y","SUBA","2017","02","1","","1","00","N","025","0","","2","01","03","01","01","PA","1","01","4S4BSANC1H3","PUT"
"","04","N","2017021302","2","2","","1","11","Y","SUBA","2009","","0","","1","00","E","000","0","","2","02","05","06","01","PA","2","01","4S3BL626297","P4D"
"","15","N","2017007011","2","1","","3","12","Y","GMC","2017","02","1","","1","00","W","999","0","","1","01","02","01","03","PA","1","07","2GKFLSEK4H6","T4W"
"","15","N","2017021733","2","1","","1","07","Y","PONT","2006","01","4","","1","00","N","999","0","","2","01","12","07","01","PA","2","01","2CKDL63F066","PUT"
"","51","N","2017019436","3","1","","1","12","Y","TOYT","2015","01","1","","1","00","N","050","","","3","01","07","01","03","PA","3","04","5TFUY5F11FX","TCW"
"","04","N","2017020654","3","1","","2","05","Y","SUBA","2015","01","1","","1","00","E","000","0","","2","01","02","03","03","PA","3","01","JF1GJAK63FH","P4D"
"","15","N","2017020058","2","1","","3","04","Y","KIA","2008","01","1","","1","00","W","999","0","","2","01","07","01","01","PA","2","06","KNDJE723687","PUT"
"","41","N","2017020657","2","1","","1","06","Y","FORD","2003","02","2","","1","00","W","005","0","","2","01","07","02","01","PA","2","07","1FBSS31L03H","TES"
"","02","N","2017020760","3","3","","1","99","Y","BMW","2014","01","1","","1","00","S","999","0","","1","01","05","01","99","OH","3","01","WBA3N9C5XEK","PCP"
"","04","N","2017002042","3","1","","1","06","N","NISS","2002","01","2","","1","00","S","000","0","","2","01","12","03","01","PA","3","01","JN1DA31A82T","P4D"
"","04","N","2017019436","1","1","","1","10","N","HYUN","2005","02","1","","1","00","N","050","0","","4","01","07","01","03","PA","1","01","KMHWF35H45A","P4D"
"","04","N","2017019468","2","1","","1","12","Y","DODG","2006","01","1","","1","00","S","055","0","","1","01","03","01","01","PA","1","01","1B3EL46R06N","P4D"
"","04","N","2017002771","3","1","","3","12","Y","HOND","2010","01","1","","1","00","E","025","0","","1","01","08","15","01","PA","1","01","1HGCP2F46AA","P4D"
"","","","2017020622","","","","","","","","","","1","","","","","","","","2","32","","","","","2","","",""
"","15","N","2017003316","1","1","","1","03","Y","FORD","2016","01","1","","1","00","W","999","0","","1","01","05","12","07","GA","2","04","1FM5K8GT8GG","T4W"
"","98","N","2017021845","1","2","","1","06","Y","UNKN","","","0","","1","99","","000","0","","2","02","03","06","08","PA","1","98","",""
"","15","N","2017021997","2","1","","1","09","Y","HOND","2003","01","1","","1","00","W","999","0","","2","01","10","10","02","PA","2","06","5J6YH28563L","PUT"
"","73","Y","2017023094","0","1","","3","06","Y","MACK","2010","02","1","","1","00","W","005","0","","1","01","03","14","01","PA","1","05","1M2AV02C7AM","TTB"
"","04","N","2017021479","3","1","","2","12","Y","INFI","2010","01","1","","1","00","N","999","0","","2","01","12","01","03","PA","1","01","JN1CY0AR7AM","P4D"
"","19","N","2017018879","3","1","","1","03","Y","JEEP","2016","01","1","","1","00","N","999","0","","2","01","02","12","03","MT","2","06","1C4NJPBA1GD",""
"","04","N","2017002707","3","1","","3","12","Y","TOYT","2010","02","2","","1","00","S","999","0","","2","01","01","01","01","PA","1","01","4T1BF3EK9AU","P4D"
"","04","N","2017002389","2","1","","1","01","Y","MAZD","2013","01","2","","1","00","W","005","0","","1","01","01","01","13","PA","1","01","JM1BL1TG7D1","P4D"
"","15","N","2017004360","1","1","","1","06","Y","HOND","2008","01","1","","1","00","E","000","","","2","01","05","03","03","PA","3","06","5FNYF18598B","PUT"
"","51","N","2017002030","1","1","","2","00","Y","CHEV","2016","01","1","","1","00","S","999","0","","2","01","01","01","09","TX","0","04","1GCVKREC0GZ","T4C"
"","51","N","2017005535","3","1","","3","12","Y","CHEV","2001","02","1","","1","00","E","035","0","","1","01","05","01","01","PA","1","04","1GCHK29G11E","T4C"
"","15","N","2017002500","0","1","","1","01","Y","KIA","2013","01","1","","1","00","S","999","0","","1","01","04","12","01","PA","1","01","KNDJT2A65D7","PUT"
"","41","N","2017003178","3","1","","1","12","Y","DODG","2016","01","1","","1","00","S","025","0","","2","01","03","01","03","PA","2","07","3C6TRVAG2GE","TCG"
"","15","N","2017002236","1","1","","1","05","Y","CHEV","2014","01","1","","2","00","W","000","0","","3","01","07","03","03","PA","2","01","1GNALAEK4EZ","PUT"
"","04","N","2017014893","3","3","","1","11","U","HYUN","2008","01","1","","1","00","W","999","","","1","01","12","01","03","PA","1","01","5NPET46C68H","P4D"
"","04","N","2017002771","2","1","","3","06","Y","MAZD","2012","01","1","","1","00","E","000","0","","2","01","07","03","01","PA","2","01","JM1BL1UG0C1","P4D"
"","04","N","2017021967","3","1","","2","12","N","INFI","1997","02","1","","4","00","S","999","0","","1","01","08","16","01","PA","1","01","JNKCA21D5VT","P4D"
"","04","N","2017002250","3","1","","3","11","Y","KIA","2007","01","1","","1","00","S","025","","","2","01","07","12","04","PA","1","01","KNAFE121375","P4D"
"","01","N","2017023667","2","1","","3","12","Y","CHRY","1995","01","1","","1","00","S","025","0","","1","01","02","01","01","PA","1","01","1C3EU4531SF","PCV"
"","04","N","2017003329","3","1","","1","12","Y","TOYT","2014","01","4","","1","00","N","999","0","","2","01","05","01","02","PA","1","01","2T1BURHE4EC","P4D"
"","51","N","2017024870","2","1","","2","12","Y","FORD","2006","02","1","","1","00","N","065","0","","1","01","03","01","01","PA","1","04","1FDSF30586E","TPK"
"","04","N","2017002876","1","1","","1","12","U","CHEV","2008","01","1","","1","00","N","000","0","","3","01","07","03","03","PA","2","01","2G1WT58K389","P4D"
"","51","N","2017004911","3","1","","2","01","Y","CHEV","1998","02","1","","1","00","S","999","0","","1","01","01","01","98","PA","1","04","1GCEK14R2WZ","TPK"
"","06","N","2017003096","1","1","","1","11","Y","SUBA","2012","02","1","","1","00","N","999","0","","2","01","05","12","01","PA","1","01","JF1GPAU66CH","PSW"
"","15","N","2017022273","3","1","","1","01","Y","JEEP","2001","01","1","","1","00","S","020","0","","1","01","05","01","01","PA","1","01","1J4FF48S81L","PUT"
"","","","2017022774","","","","","","","","","","1","","","","","","","","2","31","","","","","2","","",""
"","40","N","2017003056","3","1","","3","12","Y","MRCU","2002","01","1","","3","00","W","999","0","","1","01","01","17","01","PA","1","06","4M2ZV12T02D","TSV"
"","04","N","2017023426","2","1","","5","01","Y","NISS","2011","02","2","","1","00","E","020","0","","1","01","02","12","98","PA","1","01","1N4AL2AP7BN","P4D"
"","04","N","2017012379","3","1","","1","06","Y","FORD","2012","02","1","","1","00","S","055","0","","1","01","12","01","01","PA","1","01","3FAHP0JG1CR","P4D"
"","15","N","2017023957","3","1","","2","01","Y","CHEV","2008","01","1","","4","00","E","025","0","","1","01","07","16","07","PA","1","06","2CNDL13F786","PUT"
"","51","N","2017003176","2","2","","1","07","Y","DODG","2006","","0","","1","00","W","000","0","","3","02","12","06","01","PA","2","04","1D7HW48N06S","TCW"
"","15","N","2017008515","1","1","","1","06","Y","SUBA","2013","01","1","","1","00","E","000","0","","2","01","01","03","03","PA","3","06","JF2SHABCXDH","PUT"
"","06","N","2017001907","3","1","","1","12","Y","SUBA","2001","02","1","","1","00","S","055","0","","1","01","02","01","03","MI","1","01","4S3BH665617","PSW"
"","04","N","2017003128","2","1","","2","12","Y","DODG","2010","01","1","","4","00","E","999","0","","2","01","07","16","01","PA","2","01","1B3CC4FB8AN","P4D"
"","04","N","2017000141","3","1","","2","01","Y","TOYT","2015","01","1","","3","00","E","999","0","","1","01","05","17","01","GA","1","01","4T1BK1EB9FU","P4D"
"","09","N","2017001950","2","4","","3","09","N","","","99","1","","2","00","W","999","0","","1","05","07","04","01","PA","1","01","",""
"","04","N","2017004255","3","1","","1","01","Y","INFI","2008","01","1","","3","00","N","999","0","","1","01","07","17","01","PA","1","01","JNKBV61FX8M","P4D"
"","04","N","2017006361","2","1","","1","12","Y","HYUN","2013","01","3","","1","00","S","999","0","","2","01","05","01","06","PA","1","01","5NPEC4AC7DH","P4D"
"","04","N","2017002263","3","1","","3","11","Y","CHRY","2015","02","3","","1","00","E","035","0","","1","01","03","01","01","PA","1","01","1C3CCCABXFN","P4D"
"","15","N","2017003388","3","1","","2","08","Y","FORD","2004","03","2","","1","00","S","055","0","","1","01","03","01","01","PA","1","06","1FMFU18L64L","T4W"
"","51","N","2017002823","1","1","","3","12","Y","CHEV","2003","02","2","","1","00","N","999","0","","1","01","05","01","01","PA","1","04","1GCHK24UX3Z","TPK"
"","15","N","2017002837","3","3","","1","10","U","FORD","2004","99","1","","1","00","E","999","0","","1","01","09","01","01","PA","1","06","1FMZU73K44U","T4W"
"","04","N","2017003354","3","1","","3","01","Y","MAZD","2012","01","1","","3","00","U","999","0","","1","01","03","17","01","PA","1","01","JM1BL1V83C1","P4D"
"","15","N","2017002410","2","1","","1","06","Y","CHEV","2017","01","1","","1","00","N","000","0","","2","01","05","03","03","TX","3","06","1GNKVGKD5HJ","PUT"
"","04","N","2017006988","3","1","","1","05","Y","HYUN","2013","01","1","","1","00","E","000","0","","2","01","12","03","03","PA","2","01","5NPEC4AB5DH","P4D"
"","04","N","2017009002","3","1","","3","00","Y","FORD","2003","01","1","","1","00","N","025","0","","1","01","05","01","06","PA","0","01","1FAFP34P33W","P4D"
"","04","N","2017008675","1","1","","1","07","Y","HOND","2015","01","1","","1","00","N","999","0","","2","01","03","12","03","PA","2","01","19XFB2F82FE","P4D"
"","05","N","2017013096","3","1","","5","12","Y","VOLK","2016","01","2","","1","00","S","035","","","1","01","01","01","06","PA","1","01","3VW217AU5GM","P4H"
"","04","N","2017000697","2","1","","1","06","Y","HYUN","2010","01","2","","1","00","N","000","0","","2","01","07","03","06","PA","2","01","5NPET4AC4AH","P4D"
"","79","Y","2017008961","0","1","","1","06","Y","MACK","","09","1","","1","21","N","040","1","","2","01","03","01","01","ZG","2","05","",""
"","41","N","2017010505","2","1","","3","01","Y","FORD","2012","01","1","","1","00","N","025","0","","1","01","03","01","01","PA","1","07","1FTNS2EW1CD","TEC"
"","15","N","2017010915","3","1","","3","09","Y","ACUR","2008","02","1","","1","00","W","065","0","","2","01","11","01","01","PA","3","01","2HNYD28478H","PUT"
"","04","N","2017012167","2","1","","1","11","Y","HOND","2004","02","1","","1","00","N","065","0","","1","01","01","15","06","PA","1","01","1HGCM56364A","P4D"
"","04","N","2017010048","3","1","","3","06","Y","CHEV","2015","02","2","","1","00","N","000","0","","2","01","07","03","03","PA","3","01","2G1125S3XF9","P4D"
"","04","N","2017010830","2","1","","1","12","Y","NISS","2009","02","1","","1","00","E","020","0","","1","01","99","01","01","PA","1","01","3N1AB61E69L","P4D"
"","04","N","2017009202","3","1","","1","11","Y","TOYT","2009","02","1","","1","00","S","999","0","","1","01","07","01","08","PA","1","01","2T1BU40E69C","P4D"
"","04","N","2017010880","1","1","","1","06","Y","FORD","2011","01","1","","1","00","N","000","0","","3","01","01","03","06","PA","2","01","1FAHP3EN9BW","P4D"
"","04","N","2017017444","3","1","","3","12","Y","HOND","2012","01","1","","1","00","S","099","0","","1","01","07","01","03","PA","1","01","2HGFB2F81CH","P4D"
"","15","N","2017015690","1","1","","2","06","Y","FORD","2011","01","1","","1","00","S","000","","","3","01","10","03","01","PA","2","06","1FMHK8F87BG","T4W"
"","15","N","2017016434","3","1","","1","06","Y","KIA","2012","01","1","","1","00","N","000","0","","2","01","03","03","03","PA","2","01","KNDJT2A52C7","PUT"
"","04","N","2017018014","3","1","","3","12","Y","HOND","2003","01","1","","1","00","S","040","0","","1","01","03","01","01","PA","1","01","1HGCM66863A","P4D"
"","04","N","2017015608","3","1","","3","09","Y","CHEV","2009","02","1","","1","00","S","999","0","","1","01","12","12","01","PA","3","01","2G1WT57N491","P4D"
"","15","N","2017018724","1","1","","1","06","Y","SUBA","2011","02","1","","1","00","E","999","0","","3","01","12","01","01","PA","2","06","4S4BRDJC8B2","PUT"
"","04","N","2017020988","3","1","","4","01","Y","CHEV","2006","02","1","","3","00","E","070","0","","1","01","03","17","01","PA","1","01","2G1WT55K269","P4D"
"","03","N","2017000296","1","1","","1","09","Y","TOYT","2006","01","1","","1","00","U","999","0","","2","01","05","01","01","PA","2","01","JTKDE177660","P2H"
"0","51","N","2017016527","2","1","0","3","12","Y","CHEV","1996","02","1","12","1","00","W","055","0","0","2","01","01","01","03","PA","1","04","1GCEK19M1TE","TPC"
"","51","N","2017015542","1","1","","1","06","Y","NISS","2007","01","1","","1","00","N","000","0","","2","01","03","03","01","PA","2","04","1N6AD07W37C","TCW"
"","15","N","2017015253","2","1","","1","11","Y","NISS","2009","01","3","","1","00","N","999","0","","1","01","07","12","09","PA","1","01","JN8AZ18W49W","PUT"
"","04","N","2017015803","2","1","","1","03","Y","BUIC","1989","01","1","","1","00","W","999","0","","1","01","03","12","06","PA","2","01","1G4AH51N6KT","P4D"
"","01","N","2017016763","3","1","","1","01","Y","PORS","2010","01","1","","1","00","E","035","0","","2","01","05","01","03","PA","1","01","WP0CA2A85AS","PCV"
"","04","N","2017016945","3","1","","1","01","N","OLDS","1993","01","1","","1","00","W","999","0","","1","01","12","01","02","PA","1","01","1G3AG54NXP6","P4D"
"","75","Y","2017017580","3","1","","3","99","Y","FRHT","2007","02","1","","3","21","E","075","1","","1","01","05","17","01","NC","1","05","1FUJA6CV77L","TTR"
