"AVOID_MAN_CD","BODY_TYPE","COMM_VEH","CRN","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","OWNER_DRIVER","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE","VEH_TYPE","PARTIAL_VIN","VINA_BODY_TYPE_CD"
"","06","N","2018053532","3","1","","1","12","Y","FORD","2005","01","1","","1","00","N","020","0","","1","01","12","01","01","PA","1","01","1FAFP36N25W","PSW"
"","04","N","2018050482","1","1","","2","12","Y","HYUN","2014","01","1","","1","00","W","000","0","","3","01","07","03","01","PA","2","01","5NPEB4AC4EH","P4D"
"","15","N","2018009863","3","1","","1","10","Y","MERC","2009","01","3","","4","00","N","999","0","","2","01","12","16","01","PA","2","06","4M2CU91769K","T4W"
"","09","N","2018013609","3","1","","1","12","U","NISS","2005","03","1","","1","00","W","999","0","","2","01","02","01","01","PA","1","01","3N1CN7AP4JK","P"
"","12","N","2018015604","2","1","","1","06","Y","JEEP","1998","02","1","","1","00","N","999","0","","1","01","09","01","03","OH","2","06","99999999999","T2W"
"","04","N","2018016306","3","1","","2","06","Y","FORD","2011","01","1","","1","00","S","000","0","","2","01","02","03","01","PA","2","01","3FAHP0JA6BR","P4D"
"","09","N","2018017033","3","1","","1","11","Y","CHEV","2010","01","1","","2","00","S","015","0","","1","01","01","10","02","PA","1","01","1G1ZA5E06AF","P"
"","15","N","2018014958","1","1","","1","06","N","CHEV","2004","01","1","","1","00","E","000","0","","2","01","04","03","01","PA","2","06","1GNEK13Z74R","T4W"
"","04","N","2018011851","1","1","","1","12","Y","TOYT","2013","01","1","","1","00","W","999","0","","1","01","07","01","01","PA","1","01","2T1BU4EE8DC","P4D"
"","04","N","2018013533","3","1","","1","04","Y","CHEV","1999","01","2","","1","00","S","010","","","2","01","01","01","01","WV","2","01","1G1ND52T9XY","P4D"
"","02","N","2018020496","3","1","","2","01","Y","HOND","2002","01","1","","1","00","N","999","","","1","01","05","12","06","PA","1","01","1HGEM229X2L","PCP"
"","15","N","2018014666","9","2","","3","99","Y","MERZ","2015","","0","","1","00","","000","0","","2","02","05","06","09","PA","2","01","WDCGG0EBXFG","T4W"
"","15","N","2018018221","3","1","","1","09","Y","TOYT","2016","01","1","","1","00","N","040","","","1","01","03","12","01","PA","1","01","JTMBFREV3GJ","T4W"
"","15","N","2018017627","2","1","","1","06","Y","SUBA","2015","01","1","","1","00","S","999","0","","2","01","04","01","01","PA","2","06","JF2SJADC9FH","T4W"
"","05","N","2018007045","3","1","","1","03","Y","CHEV","2015","01","2","","1","00","N","040","0","","1","01","05","01","01","PA","1","01","1G1JA6SG6F4","P4H"
"","09","N","2018018196","0","1","","1","09","U","UNKN","","99","1","","1","00","S","999","0","","2","01","01","99","99","ZZ","2","01","99999999999",""
"","51","Y","2018045469","1","1","","1","06","Y","INTL","2005","02","1","","1","00","N","005","0","","2","01","03","02","01","PA","2","04","1HTMMAAM65H","TCC"
"","15","N","2018017988","3","1","","1","12","Y","AUDI","2011","01","1","","1","00","S","005","0","","2","01","05","12","98","PA","2","06","WA1LMAFE0BD","T4W"
"","51","N","2018047781","1","1","","1","01","Y","CHEV","2015","02","1","","1","00","N","010","0","","1","01","07","04","01","OH","1","04","1GC1KUEG7FF","TCW"
"","15","N","2018013533","1","1","","1","12","Y","FORD","2010","01","1","","1","00","E","010","0","","1","01","07","01","01","PA","1","06","1FMEU8DE9AU","T4W"
"","51","N","2018028894","3","1","","2","12","Y","FORD","2009","02","1","","1","00","E","999","0","","1","01","03","01","03","PA","1","04","1FTYR14D79P","TPC"
"","04","N","2018028454","3","1","","1","12","Y","STRN","1997","01","1","","1","00","E","065","0","","1","01","04","01","03","PA","1","01","1G8ZK5279VZ","P4D"
"","04","N","2018028575","1","2","","3","06","Y","NISS","2011","","0","","1","00","W","000","0","","3","02","05","06","09","PA","2","01","1N4AL2AP9BN","P4D"
"","04","N","2018028216","3","1","","1","11","Y","CHEV","2011","02","1","","4","00","N","040","0","","1","01","07","16","12","PA","1","01","1G1PC5SH5B7","P4D"
"","04","N","2018016688","3","1","","1","12","Y","HOND","2012","02","1","","1","00","N","020","0","","2","01","99","01","06","PA","1","01","2HGFB2F80CH","P4D"
"","15","N","2018031609","1","1","","3","02","Y","NISS","2004","01","2","","1","00","E","025","0","","1","01","07","01","01","PA","1","06","JN8DR09Y04W","T4W"
"","51","Y","2018031235","3","1","","1","11","Y","CHEV","2013","02","1","","1","00","N","999","0","","3","01","03","01","01","PA","3","05","1GB3KZCG3DF","TCB"
"","05","N","2018028170","0","1","","1","00","Y","HOND","2015","01","1","","1","00","E","999","0","","2","01","99","15","03","NJ","0","01","3HGGK5H87FM","P4H"
"","04","N","2018025481","3","1","","2","12","Y","MITS","2012","01","1","","1","00","N","999","0","","1","01","05","01","09","PA","1","01","4A32B3FF3CE","P4D"
"","15","N","2018002438","2","1","","1","11","Y","CHEV","2002","01","1","","1","00","S","030","0","","2","01","08","01","01","PA","1","06","1GNDT13S822","T4W"
"","02","N","2018005721","3","1","","3","12","Y","AUDI","2014","01","1","","1","00","N","999","0","","2","01","01","01","04","PA","2","01","WAUCGAFRXEA","PCP"
"","04","N","2018007534","3","1","","1","09","Y","FORD","2003","01","1","","1","00","W","035","0","","1","01","07","15","06","PA","1","01","1FAFP55U43A","P4D"
"","04","N","2018001818","3","1","","1","11","Y","FORD","2016","01","1","","1","00","N","999","0","","1","01","03","10","01","PA","2","01","1FADP3F29GL","P4D"
"","04","N","2018003185","3","1","","1","11","Y","CHEV","2007","02","1","","4","00","W","999","0","","1","01","09","16","01","PA","1","01","1G1ZS58F77F","P4D"
"","02","N","2018002097","3","1","","2","01","U","FORD","2007","01","1","","1","00","E","060","0","","1","01","01","01","01","PA","1","01","1ZVFT82H375","PCP"
"","51","N","2018004106","0","3","","1","00","Y","CHEV","2006","01","1","","1","00","E","070","1","","1","01","02","01","03","PA","0","04","1GCJK33D66F","TCW"
"","15","N","2018002343","3","1","","1","12","Y","MITS","2011","01","1","","1","00","W","035","0","","1","01","12","01","01","PA","1","06","JA4JT3AW8BU","T4W"
"","75","Y","2018008250","2","1","","1","12","Y","VOLV","2015","02","1","","1","21","S","030","1","","1","01","03","01","01","IL","1","05","4V4NC9EH6FN","TTR"
"","04","N","2018011445","2","1","","1","07","Y","BMW","2011","01","2","","1","00","W","000","0","","2","01","03","03","01","PA","2","01","WBAPK5G54BN","P4D"
"","04","N","2018013100","3","1","","2","06","Y","FORD","2008","01","1","","1","00","W","010","0","","2","01","03","02","03","PA","2","01","3FAHP07ZX8R","P4D"
"","15","N","2018009413","3","1","","1","12","Y","SUBA","2008","01","1","","1","00","S","999","0","","1","01","07","01","01","PA","1","06","JF1SG65668H","T4W"
"","15","N","2018014124","2","1","","1","12","Y","NISS","2011","01","1","","1","00","S","055","0","","1","01","12","01","01","PA","1","06","JN8AS5MV0BW","PUT"
"","04","N","2018015263","3","1","","1","12","Y","SUBA","2016","01","2","","1","00","N","005","0","","1","01","01","01","01","PA","1","01","JF1VA2U6XG9","P4D"
"","15","N","2018011002","3","1","","3","06","Y","MERZ","2016","01","1","","1","00","S","000","0","","2","01","03","03","01","PA","2","06","WDCTG4GB6GJ","PUT"
"","01","N","2018011626","2","1","","1","12","Y","VOLK","2004","01","1","","1","00","E","999","0","","1","01","10","01","01","PA","1","01","3VWCM31Y14M","PCV"
"","39","Y","2018007645","0","1","","1","06","Y","NISS","","02","1","","1","12","N","000","0","","2","01","02","03","01","PA","2","03","15GGD2717H3",""
"","04","N","2018011659","3","1","","1","12","Y","HOND","2009","01","1","","1","00","E","065","0","","1","01","12","01","03","PA","1","01","JHMCP26419C","P4D"
"","09","N","2018009772","3","1","","3","11","Y","NISS","2017","02","3","","4","00","N","025","0","","1","01","03","16","01","PA","1","01","5N1AZ2MH2HN",""
"","09","N","2018009409","3","1","","1","01","Y","FORD","2017","03","1","","1","00","E","999","0","","1","01","07","12","03","PA","1","01","1FADP3M24HL",""
"","04","N","2018008850","3","1","","1","12","Y","SUBA","2008","02","1","","1","00","N","999","0","","1","01","01","01","08","PA","1","01","JF1GE61638H","P4D"
"","15","N","2018010320","3","1","","3","01","Y","DODG","2014","01","2","","1","00","N","055","0","","1","01","05","01","01","PA","1","06","3C4PDDAG4ET","PUT"
"","15","N","2018000542","3","1","","1","06","Y","MRCU","2008","01","1","","1","00","W","999","0","","1","01","12","02","01","PA","2","01","4M2CU87118K","T4W"
"","15","N","2018011145","2","1","","2","06","Y","GMC","2016","02","2","","1","00","S","000","0","","2","01","03","03","01","PA","2","06","1GKS2CKJ0GR","T4W"
"","04","N","2018008171","3","1","","1","12","Y","TOYT","2014","01","1","","1","00","E","025","0","","1","01","03","01","01","PA","2","01","4T1BF1FKXEU","P4D"
"","15","N","2018009646","2","1","","2","12","Y","JEEP","2017","01","1","","1","00","E","055","0","","1","01","03","01","03","PA","1","06","1C4RJFAGXHC","T4W"
"","15","N","2018018403","3","1","","1","11","Y","GMC","2016","01","3","","1","00","E","999","0","","2","01","07","01","01","PA","2","06","1GKKVRKD9GJ","T4W"
"5","51","N","2018018878","3","1","0","1","12","U","TOYT","2008","02","1","12","3","00","N","999","0","0","1","01","12","17","01","PA","1","04","5TELU42NX8Z","TCW"
"","41","N","2018007941","1","1","","2","01","Y","FORD","2005","01","1","","2","00","W","999","0","","2","01","07","13","98","PA","2","07","1FTNE24L05H","TCG"
"","04","N","2018019381","3","1","","1","12","Y","NISS","2010","01","2","","2","00","S","045","0","","1","01","03","15","03","FL","1","01","1N4AL2AP6AN","P4D"
"","05","N","2018019481","2","1","","1","03","Y","CHEV","2017","01","1","","1","00","E","999","0","","2","01","05","01","03","PA","3","01","3G1BD6SM2HS","P4H"
"","09","N","2018019344","1","4","","1","12","U","UNKN","","99","1","","1","00","W","999","0","","1","01","05","01","03","ZZ","1","01","",""
"","15","N","2018017866","2","1","","1","06","Y","","2011","01","1","","1","00","S","000","0","","3","01","08","03","01","PA","2","06","3GYFNDEY9BS","T4W"
"","04","N","2018018795","1","1","","1","12","Y","KIA","2008","02","1","","1","00","S","015","","","1","01","01","01","01","PA","1","01","KNAGE123285","P4D"
"","51","Y","2018019124","1","1","","1","12","Y","FORD","1999","01","1","","1","00","N","035","0","","2","01","03","01","01","PA","1","04","1FDAF56F8XE","TCB"
"","","Y","2018016328","1","1","","1","09","","INTL","","98","1","","1","99","S","999","0","","2","01","05","01","13","","2","12","",""
"","04","N","2018018000","3","1","","3","11","Y","SUZI","2012","01","1","","4","00","E","020","0","","1","01","02","16","01","PA","1","01","JS2RF9A38C6","P4D"
"","04","N","2018012424","3","1","","1","12","Y","HYUN","2011","02","1","","1","00","S","035","0","","2","01","03","01","03","PA","2","01","5NPEB4AC9BH","P4D"
"","09","N","2018011873","3","1","","1","12","Y","HYUN","2012","01","2","","1","00","E","999","0","","2","01","01","01","06","TX","1","01","5NPEB4AC2CH",""
"","04","N","2018017205","1","1","","2","12","Y","NISS","2014","01","1","","1","00","N","999","","","1","01","02","02","06","PA","1","01","1N4AL3APXEC","P4D"
"","69","N","2018012608","3","1","","1","09","Y","CHEV","2005","01","1","","1","00","N","999","0","","1","01","02","01","01","WV","2","04","1GCDT146258",""
"","15","N","2018013858","3","1","","1","12","U","FORD","2017","03","1","","1","00","E","999","0","","1","01","07","01","07","OH","1","01","1FMCU9G98HU","T4W"
"","51","Y","2018015191","1","1","","1","02","Y","INTL","2015","02","1","","1","00","N","060","0","","1","01","03","15","03","OH","1","05","1HTMMAAL2FH","TCC"
"","75","Y","2018012699","2","1","","1","03","Y","FRHT","2017","02","1","","1","00","N","025","1","","2","01","02","01","98","NJ","2","05","1FUJGHDV1HL","TTR"
"","05","N","2018015862","3","1","","1","05","Y","CHEV","2011","01","2","","1","00","W","060","0","","2","01","07","01","01","PA","2","01","KL1TD6DE2BB","P4H"
