"AVOID_MAN_CD","BODY_TYPE","COMM_VEH","CRN","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","OWNER_DRIVER","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE","VEH_TYPE","PARTIAL_VIN","VINA_BODY_TYPE_CD"
"","04","N","2018020657","3","1","","1","12","Y","ACUR","2003","01","1","","1","00","N","999","0","","1","01","07","01","01","PA","1","01","19UUA56683A","P4D"
"","12","N","2018054937","1","1","","1","12","Y","JEEP","2000","01","1","","1","00","W","015","0","","1","01","06","10","01","PA","1","06","1J4FA29P4YP","T2W"
"","03","N","2018020502","3","1","","1","12","Y","MITS","2008","01","1","","1","00","S","025","0","","1","01","12","01","01","PA","1","01","4A3AK24F48E","P2H"
"","04","N","2018020958","3","3","","1","01","N","MAZD","2003","01","3","","1","00","E","035","0","","1","01","07","01","01","PA","1","01","JM1BJ225630","P4D"
"","19","N","2018026608","2","1","","5","06","Y","MERZ","2015","01","3","","1","00","E","000","0","","2","01","05","03","03","PA","2","06","4JGDF6EE5FA",""
"","15","N","2018019308","3","1","","3","12","Y","SUBA","2006","02","1","","1","00","W","999","","","1","01","01","01","01","PA","1","01","JF1SG63656H","T4W"
"","51","N","2018019493","1","1","","2","06","Y","CHEV","2012","01","1","","1","00","W","000","0","","2","01","07","03","01","PA","2","04","1GCPKSE75CF","TCW"
"","40","N","2018055281","1","2","","3","12","Y","HOND","2012","","0","","1","00","","000","0","","5","02","12","06","08","PA","2","07","5FNRL5H46CB","TSV"
"","04","N","2018052780","1","1","","1","06","Y","TOYT","2005","01","4","","1","00","S","999","0","","2","01","08","01","01","PA","3","01","4T1BE32K05U","P4D"
"","20","N","2018057980","2","1","","1","01","Y","HOND","2004","01","1","","1","00","S","005","0","","1","01","05","02","01","PA","1","02","JH2RC50084K","MRS"
"","09","N","2018024053","1","4","","2","05","N","","","99","1","","1","00","E","999","0","","1","05","99","02","01","ZZ","2","01","",""
"","","N","2018040333","","","","","","","","","00","1","","","","","","","","2","31","","","","","2","","",""
"","04","N","2018060671","3","1","","1","09","Y","TOYT","2014","01","1","","1","00","E","099","0","","1","01","07","01","01","PA","1","01","4T1BF1FK2EU","P4D"
"","04","N","2018032515","3","1","","1","11","Y","HOND","2016","02","1","","4","00","S","075","0","","1","01","03","16","03","PA","1","01","2HGFC1F31GH","P4D"
"","03","N","2018060671","2","1","","1","12","Y","VOLK","2015","01","1","","1","00","S","099","0","","2","01","01","01","01","PA","2","06","3VWYT7AU0FM","P2H"
"","04","N","2018026293","3","1","","1","11","Y","HYUN","2007","02","2","","1","00","E","999","0","","2","01","02","01","01","PA","2","01","KMHDU46D37U","P4D"
"","15","N","2018024047","1","1","","1","06","Y","CHEV","2014","01","1","","1","00","W","999","0","","2","01","03","02","01","WV","2","06","1GNKVGKD3EJ","T4W"
"","51","N","2018045450","2","1","","2","06","Y","CHEV","2008","01","1","","1","00","E","005","0","","3","01","03","02","03","PA","2","04","1GCEC14X28Z","TPK"
"","69","N","2018021971","3","1","","2","11","Y","CHEV","2018","01","1","","1","00","N","999","0","","1","01","05","12","98","PA","1","06","2GNAXSEV3J6","T"
"","15","N","2018025212","1","1","","2","06","Y","FORD","2016","01","1","","1","00","W","000","0","","1","01","07","03","01","PA","2","06","1FMCU9JX3GU","T4W"
"","15","N","2018023092","3","1","","1","01","Y","CHRY","2007","01","4","","1","00","S","999","0","","2","01","09","01","01","PA","2","07","2A8GM48L07R","T4W"
"","04","N","2018022600","1","1","","1","06","Y","LEXS","2010","01","1","","1","00","S","015","0","","1","01","07","01","01","PA","2","01","JTHBK1EG0A2","P4D"
"","04","N","2018076020","3","1","","1","11","N","KIA","2009","02","1","","1","00","S","055","0","","1","01","01","01","03","PA","1","01","KNADE223496","P4D"
"","04","N","2018021959","3","3","","1","10","U","NISS","2006","99","1","","1","00","W","999","","","1","01","03","99","01","PA","1","01","1N4BA41E16C","P4D"
"","15","N","2018024040","3","1","","1","02","U","GMC","2011","01","2","","2","00","W","999","0","","1","01","05","12","04","PA","1","06","2CTALMECXB6","T4W"
"","04","N","2018026644","3","1","","3","00","Y","KIA","2017","01","1","","1","00","E","999","0","","2","01","99","01","01","PA","0","01","KNAGT4LE8H5","P4D"
"","04","N","2018022596","2","2","","2","12","Y","HOND","2005","","0","","1","00","","000","","","2","02","05","06","09","PA","3","01","1HGCM665X5A","P4D"
"","15","N","2018004829","3","1","","3","11","Y","CHEV","2009","01","2","","1","00","N","025","","","2","01","99","01","01","PA","2","07","1GNEV23D29S","T4W"
"","04","N","2018059687","1","1","","1","06","Y","VOLK","2008","01","1","","1","00","N","999","0","","2","01","01","01","04","PA","2","01","WVWUK73C78P","P4D"
"","73","N","2018006425","1","1","","1","12","Y","FRHT","2016","02","1","","1","31","E","999","","","1","01","09","01","01","PA","1","07","4UZAC3DV6GC","TIC"
"","04","N","2018003395","3","1","","1","11","Y","FORD","2001","02","1","","1","00","N","025","0","","1","01","01","01","03","PA","1","01","1FAFP53U51G","P4D"
"","15","N","2018004756","1","1","","1","11","Y","TOYT","2015","01","1","","1","00","N","035","0","","2","01","05","01","01","PA","1","01","5TDJKRFH7FS","T4W"
"","04","N","2018065175","3","1","","3","09","Y","MAZD","2014","01","1","","1","00","S","035","0","","1","01","02","13","01","PA","1","01","JM1GJ1U6XE1","P4D"
"","04","N","2018004028","3","1","","1","12","Y","NISS","2012","01","1","","1","00","E","999","0","","1","01","05","01","01","PA","1","01","3N1CN7AP1CL","P4D"
"","51","N","2018003607","3","1","","1","01","Y","FORD","2012","02","1","","3","31","S","999","0","","1","01","02","17","06","PA","1","04","1FDUF5GY7CE","TCB"
"","","N","2018027053","","","","","","","","","00","1","","","","","","","","1","31","","","","","2","","",""
"","15","N","2018006933","3","1","","3","11","Y","JEEP","1994","02","2","","1","00","N","999","0","","2","01","03","12","07","PA","2","01","1J4GZ78Y5RC","T4W"
"","04","N","2018043483","3","1","","3","10","Y","CHEV","2010","01","1","","1","00","W","999","0","","1","01","07","01","01","PA","2","01","1G1AD5F52A7","P4D"
"","","N","2018024439","","","","","","","","","00","1","","","","","","","","1","32","","","","","1","","",""
"","12","N","2018014311","2","1","","1","12","Y","JEEP","2016","02","1","","1","00","S","035","0","","1","01","04","01","01","PA","3","06","1C4AJWBG5GL","T2W"
"","04","N","2018004600","3","1","","1","02","Y","MAZD","2010","01","2","","1","99","W","999","0","","1","01","05","12","04","PA","1","01","JM1BL1SG3A1","P4D"
"","04","N","2018043846","3","1","","2","01","Y","FORD","2003","02","1","","3","00","E","999","0","","1","01","01","17","01","PA","1","01","1FAFP55S53G","P4D"
"","04","N","2018041062","3","1","","2","06","Y","NISS","2014","01","1","","1","00","E","000","0","","2","01","07","03","13","PA","3","01","1N4AL3AP3EN","P4D"
"","15","N","2018041880","3","1","","9","11","Y","JEEP","2013","01","1","","1","00","W","000","0","","2","01","05","03","02","PA","2","06","1C4RJFBG8DC","T4W"
"","04","N","2018031393","1","1","","3","03","Y","VOLK","2014","01","1","","1","00","E","005","0","","4","01","03","02","01","PA","2","01","3VWD17AJ5EM","P4D"
"","15","N","2018033071","1","1","","2","06","Y","INFI","2014","01","1","","1","00","W","005","0","","3","01","07","01","03","PA","2","06","5N1AL0MMXEC","T4W"
"","51","N","2018029057","2","1","","3","04","Y","FORD","2015","02","1","","1","00","E","045","0","","2","01","07","01","03","PA","2","04","1FTFW1EG5FF","TCW"
"","15","N","2018024812","2","2","","2","08","Y","NISS","2012","","0","","1","00","S","000","0","","2","02","07","06","11","NJ","3","01","JN8AS5MV8CW","T4W"
"","04","N","2018040333","2","1","","1","11","Y","HOND","2003","01","1","","1","00","N","025","0","","1","01","05","12","04","PA","1","01","1HGES16503L","P4D"
"","04","N","2018078229","3","1","","2","01","Y","HYUN","2014","02","1","","1","00","S","030","0","","1","01","05","01","03","PA","1","01","5NPDH4AE6EH","P4D"
"","69","N","2018075824","1","4","","3","12","","","","99","1","","1","","N","999","","","1","05","03","01","01","","1","04","",""
"","15","N","2018038773","9","4","","1","06","U","CHEV","2003","01","1","","1","00","W","999","0","","1","05","01","14","01","PA","1","06","1GNET16P136","T4W"
"","04","N","2018043297","3","1","","2","06","Y","FORD","2013","01","1","","1","00","E","020","0","","2","01","01","02","06","PA","3","01","3FA6P0H79DR","P4D"
"","04","N","2018080571","1","1","","1","11","Y","CHRY","2013","01","3","","1","00","N","999","0","","1","01","05","12","01","PA","1","01","1C3CCBCG1DN","P4D"
"","04","N","2018073715","2","1","","1","12","Y","LINC","2010","01","1","","1","00","E","999","0","","1","01","07","01","09","PA","1","01","3LNHL2JC2AR","P4D"
"","15","N","2018078576","1","1","","1","07","Y","MAZD","2016","02","1","","1","00","N","045","0","","2","01","02","01","01","PA","2","06","JM3KE4CY0G0","T4W"
"","69","Y","2018062560","1","1","","3","08","Y","GILG","2017","02","1","","1","00","W","000","0","","1","01","99","03","01","PA","2","03","15GGD2710H3","T"
"","09","N","2018076108","3","1","","1","11","Y","CHEV","2018","02","2","","1","13","E","999","0","","2","01","07","12","04","PA","2","01","1G1BC5SM4J7","P"
"","04","N","2018038691","1","1","","1","06","Y","HYUN","2017","01","1","","1","00","N","999","0","","2","01","07","01","03","PA","2","01","5NPD84LF7HH","P4D"
"","51","N","2018038694","1","1","","2","12","Y","FORD","2005","01","1","","3","00","W","030","0","","1","01","04","17","01","PA","1","04","1FTPX14595N","T4C"
"","40","N","2018039545","2","1","","1","06","Y","CHEV","2006","01","1","","1","00","E","000","0","","1","01","02","03","01","PA","2","07","1GNDV33LX6D","TSV"
"","04","N","2018072914","3","1","","1","12","Y","BUIC","2002","02","1","","1","00","S","040","0","","2","01","02","01","01","PA","1","01","1G4CW54K824","P4D"
"","15","N","2018039730","3","1","","1","05","U","CHEV","2009","01","1","","1","00","E","035","0","","2","01","05","01","01","PA","2","01","2CNDL13F896","T4W"
"","15","N","2018038682","2","1","","1","12","Y","MITS","2014","01","1","","1","00","S","999","0","","1","01","01","02","03","OH","1","06","4A4AR3AU9EE","T4W"
"","15","N","2018077553","3","1","","2","03","Y","SUBA","2015","02","1","","1","00","S","999","0","","1","01","12","01","01","PA","1","01","4S4BSANC2F3","T4W"
"","04","N","2018037421","1","1","","1","12","Y","MAZD","2007","01","1","","4","00","N","999","0","","1","01","01","16","13","PA","1","01","JM1BK32G671","P4D"
"","15","N","2018050300","3","1","","1","11","Y","FORD","2016","01","1","","1","00","S","999","0","","1","01","01","01","01","PA","2","06","1FM5K8D81GG","T4W"
"","15","N","2018038424","2","1","","3","04","Y","JEEP","2016","02","1","","1","00","N","040","0","","1","01","03","01","03","PA","1","06","1C4NJRFB7GD","T4W"
"","41","N","2018076108","1","1","","1","02","Y","CHRY","2001","02","4","","1","00","W","999","0","","1","01","12","01","08","PA","1","07","2C4GP44321R","TES"
"","05","N","2018077266","3","1","","3","02","Y","TOYT","2012","01","3","","3","00","S","065","0","","2","01","04","17","03","PA","1","01","JTDKN3DU5C5","P4H"
"","51","N","2018038858","1","1","","1","06","Y","CHEV","2007","02","2","","1","00","N","999","0","","2","01","02","02","01","PA","2","04","1GBHC24K27E","TPK"
"","15","N","2018039530","3","1","","2","01","Y","JEEP","2003","02","1","","3","00","N","999","","","1","01","01","17","01","PA","1","06","1J8GW58N13C","T4W"
"","15","N","2018042711","0","1","","1","00","Y","BUIC","2007","01","1","","1","00","S","000","0","","1","01","02","03","03","PA","0","06","3G5DA03L57S","T4W"
"","04","N","2018039801","3","1","","5","12","Y","TOYT","2003","02","1","","1","00","W","050","0","","1","01","07","01","01","PA","1","01","JTDBR32E230","P4D"
"","15","N","2018041125","3","1","","2","00","Y","DODG","2000","01","1","","4","00","W","999","0","","1","01","07","16","01","PA","0","06","1B4HS28N6YF","T4W"
"","04","N","2018038199","3","1","","1","01","Y","HYUN","2011","02","2","","1","00","E","040","0","","1","01","05","01","02","PA","1","01","5NPEC4AB5BH","P4D"
"","04","N","2018038601","3","1","","2","03","Y","CADI","2011","02","1","","1","00","S","999","0","","1","01","07","01","01","PA","1","01","1G6DW6ED2B0","P4D"
"","04","N","2018022563","3","1","","1","12","Y","CADI","2006","01","1","","1","00","S","060","0","","1","01","02","15","06","PA","1","01","1G6KD57Y46U","P4D"
"","51","N","2018061603","3","2","","1","02","Y","CHEV","2007","","0","","1","00","","000","0","","2","02","03","06","11","PA","2","04","1GCEK19CX7Z","T4C"
"","15","N","2018053485","3","1","","1","11","Y","FORD","2012","02","1","","1","00","S","999","0","","2","01","01","02","09","PA","2","06","1FMCU0DG9CK","T4W"
"","","N","2018022239","9","1","","3","12","","","","00","1","","1","00","N","999","","","2","11","","01","98","","1","20","",""
"","04","N","2018020140","1","1","","1","06","Y","CHEV","2007","01","1","","1","00","N","999","0","","3","01","05","02","04","PA","2","01","2G1WT55N879","P4D"
"","41","N","2018032733","3","1","","2","05","Y","FORD","2012","02","1","","1","00","W","035","0","","1","01","12","08","07","PA","3","07","NM0LS7AN3CT","TCG"
"","04","N","2018041069","3","1","","1","06","Y","VOLK","2010","01","1","","1","00","N","025","0","","2","01","07","01","03","PA","3","01","3VWRA7AJ2AM","P4D"
"","51","N","2018058032","2","1","","1","03","Y","CHEV","2015","01","1","","1","00","N","005","0","","1","01","05","01","06","PA","1","04","1GCVKRECXFZ","T4C"
"","04","N","2018026994","3","1","","1","12","Y","CADI","2000","02","1","","1","00","N","050","0","","1","01","03","01","08","PA","1","01","1G6KS54Y6YU","P4D"
"","15","N","2018064094","3","1","","1","05","Y","NISS","2016","01","1","","1","00","E","075","0","","1","01","03","01","03","PA","1","06","5N1AZ2MH8GN","T4W"
"","09","N","2018021132","3","1","","3","01","Y","VOLK","2017","01","1","","1","00","S","035","0","","1","01","03","01","03","PA","3","01","3VW2B7AJXHM","P"
"","04","N","2018026159","2","1","","3","11","Y","CHEV","2000","02","1","","1","00","S","010","0","","1","01","08","12","01","PA","2","01","2G1WF55E2Y9","P4D"
"","05","N","2018025849","1","2","","1","07","Y","SAA","1994","","0","","1","00","","000","0","","3","02","05","06","98","PA","1","01","YS3CM65B6R1","P4H"
"","51","N","2018057283","3","1","","2","12","Y","FORD","2006","02","1","","1","00","S","055","0","","1","01","03","01","01","PA","1","04","1FTNF20526E","TPK"
"","51","N","2018064504","3","1","","1","11","Y","FORD","2012","01","1","","1","00","N","030","0","","2","01","05","01","01","PA","2","04","1FTFW1ET9CK","TCW"
"","04","N","2018021131","3","1","","5","01","Y","HYUN","2005","01","1","","1","00","N","040","0","","1","01","07","01","01","PA","1","01","KMHDN46D25U","P4D"
"","04","N","2018028405","3","1","","1","06","Y","TOYT","2005","02","1","","1","00","N","999","0","","2","01","07","01","01","PA","3","01","2T1BR32E05C","P4D"
"","15","N","2018026773","1","1","","3","06","Y","NISS","2013","01","1","","4","00","W","999","0","","2","01","02","16","01","PA","2","06","JN8AS5MVXDW","T4W"
"","09","N","2018065440","3","1","","1","03","Y","FORD","2017","02","2","","1","00","S","055","0","","1","01","03","01","03","WV","1","01","1FADP3E27HL","P"
"","04","N","2018024025","3","1","","1","01","Y","FORD","2009","01","1","","1","00","S","999","0","","1","01","07","01","01","PA","1","01","3FAHP07Z49R","P4D"
"","05","N","2018034879","1","1","","1","12","Y","HOND","2009","01","1","","1","00","S","999","","","1","01","02","01","01","PA","1","01","JHMGE88229S","P4H"
"","15","N","2018027076","3","1","","3","11","Y","JEEP","2003","01","1","","1","00","E","999","0","","1","01","03","01","12","PA","1","01","1J8GL58K43W","T4W"
"","15","N","2018030466","2","1","","1","14","Y","CHEV","2002","01","1","","3","00","W","999","0","","1","01","01","17","01","PA","1","06","2CNBJ13C326","T4W"
"","40","N","2018028405","1","1","","1","06","Y","NISS","2012","01","1","","1","00","N","999","0","","4","01","12","02","01","PA","2","01","JN8AE2KP9C9","TSV"
"","15","N","2018027098","2","1","","1","01","Y","DODG","2014","02","2","","1","00","E","999","0","","1","01","12","08","04","PA","1","06","3C4PDDBG9ET","T4W"
"","04","N","2018028284","3","1","","2","12","Y","HOND","2009","01","1","","1","00","E","999","0","","1","01","05","01","03","MD","1","01","2HGFA16849H","P4D"
"","51","N","2018031577","3","1","","1","01","Y","FORD","1999","01","1","","1","00","N","005","0","","1","01","08","12","04","PA","2","01","2FTRF17W0XC","TPK"
"","04","N","2018021595","3","1","","1","01","Y","CHRY","2015","01","3","","1","00","S","999","0","","1","01","01","01","01","PA","1","01","1C3CCCAB6FN","P4D"
"","04","N","2018031393","1","1","","3","06","Y","TOYT","2011","01","1","","1","00","E","999","0","","2","01","12","02","01","NY","2","01","4T1BF3EK2BU","P4D"
"","04","N","2018023803","1","1","","2","10","U","PONT","2003","02","1","","2","00","N","999","0","","2","01","10","12","01","PA","1","01","1G2NV52E03C","P4D"
"","15","N","2018031716","3","1","","1","12","Y","HYUN","2016","01","2","","1","00","W","025","0","","1","01","05","12","01","PA","1","06","KM8J3CA47GU","T4W"
"","15","N","2018061408","1","1","","3","06","Y","SUBA","2011","01","1","","1","00","W","999","0","","2","01","03","01","01","PA","2","01","JF2SHABC3BH","T4W"
"","40","N","2018029713","3","1","","1","12","Y","HOND","2000","02","1","","1","00","W","999","0","","1","01","01","12","03","PA","1","06","2HKRL1869YH","TSV"
"","51","Y","2018060464","3","1","","1","02","Y","DODG","2007","02","1","","1","99","N","999","1","","1","01","03","01","03","PA","1","05","3D6WH46A47G","TCB"
"","15","N","2018026295","3","1","","1","11","Y","NISS","2011","01","2","","1","00","S","999","0","","2","01","07","01","01","PA","1","01","JN8AS5MV4BW","T4W"
"","15","N","2018020012","1","1","","1","08","Y","HYUN","2014","01","1","","1","00","N","999","0","","2","01","12","98","08","PA","2","06","5XYZUDLB2EG","T4W"
"","04","N","2018055250","1","2","","2","08","Y","NISS","2005","","0","","1","00","E","000","0","","3","02","07","06","01","PA","2","01","3N1CB51D05L","P4D"
"","04","N","2018019011","9","1","","1","03","Y","HOND","2009","01","1","","1","00","N","999","0","","1","01","01","01","01","GA","1","01","2HGFA16839H","P4D"
"","09","N","2018025541","1","1","","2","12","U","KIA","2017","03","2","","1","00","N","999","0","","2","01","03","01","01","FL","1","01","3KPFL4A74HE","P"
"","04","N","2018019277","3","1","","1","11","Y","NISS","2016","02","1","","1","00","S","025","0","","2","01","99","01","01","PA","2","01","1N4AL3AP4GN","P4D"
"","15","N","2018028970","3","1","","2","01","Y","DODG","2013","01","1","","1","00","S","020","0","","1","01","10","01","07","OH","1","06","3C4PDCAB7DT","T4W"
"","04","N","2018021511","3","1","","2","10","Y","FORD","2017","01","2","","1","00","E","999","0","","2","01","12","15","01","PA","1","01","3FA6P0H9XHR","P4D"
"","04","N","2018023289","1","1","","2","12","Y","FORD","2012","01","1","","1","00","N","999","0","","2","01","99","12","01","PA","1","01","1FAHP3J21CL","P4D"
"","51","N","2018032458","1","1","","1","07","Y","DODG","2011","01","1","","1","00","N","055","0","","2","01","03","01","01","PA","2","04","1D7RV1GT5BS","TCW"
"","04","N","2018019804","3","1","","1","12","Y","CADI","2008","01","1","","1","00","N","999","0","","1","01","05","12","08","PA","1","01","1G6KD57Y28U","P4D"
"","15","N","2018031579","3","1","","2","09","U","JEEP","1999","02","1","","1","00","E","999","0","","1","01","02","01","98","PA","1","01","1J4GW58S0XC","T4W"
"","04","N","2018023849","3","1","","1","03","Y","HOND","2003","01","1","","1","00","W","999","0","","1","01","09","12","05","PA","2","01","1HGES16543L","P4D"
"","09","N","2018019482","3","1","","1","12","Y","MAZD","2011","01","1","","1","00","E","010","0","","2","01","03","01","01","PA","1","01","99999999999",""
"","05","N","2018054692","3","1","","3","11","Y","TOYT","2016","01","1","","4","00","E","040","","","1","01","03","16","01","PA","1","01","JTDKBRFU6G3","P4H"
"","04","N","2018019761","3","1","","2","10","Y","TOYT","2004","02","1","","1","00","E","999","0","","1","01","01","01","07","PA","1","01","4T1BE32K94U","P4D"
"","04","N","2018057312","3","1","","1","01","Y","HOND","2005","01","1","","1","00","N","040","0","","1","01","01","01","03","PA","1","01","1HGCM66825A","P4D"
"","15","N","2018025693","3","1","","2","02","U","JEEP","2005","02","1","","1","00","E","030","","","1","01","07","01","09","PA","1","06","1J4GL48K75W","T4W"
"","15","N","2018040067","1","2","","3","06","Y","NISS","2010","02","1","","1","00","E","999","0","","1","01","05","05","13","PA","1","06","JN8AZ1MW0AW","T4W"
"","15","N","2018058879","1","1","","1","03","Y","NISS","2016","01","1","","1","00","N","000","0","","3","01","01","03","04","PA","2","06","KNMAT2MV6GP","T4W"
"","02","N","2018023859","3","1","","1","09","Y","CHEV","2009","01","1","","1","00","S","010","0","","1","01","05","12","01","PA","2","01","1G1AS18H897","PCP"
"","15","N","2018025188","2","1","","3","11","Y","SUBA","2011","01","1","","1","00","W","999","0","","3","01","05","01","01","PA","2","01","4S4BRBKC6B3","T4W"
"","15","N","2018022630","0","1","","1","11","Y","JEEP","2015","01","1","","1","00","W","035","0","","1","01","03","01","03","PA","1","06","1C4BJWFG0FL","T4W"
"","15","N","2018025554","2","2","","3","06","Y","JEEP","2014","","0","","1","00","","000","0","","3","02","05","06","09","PA","2","06","1C4RJFBGXEC","T4W"
"","69","N","2018024043","3","1","","1","06","Y","BMW","2018","02","2","","1","00","S","999","0","","2","01","03","02","01","PA","3","06","WBXHT3C38J5","T"
"","41","N","2018026293","1","3","","1","01","U","DODG","2007","99","2","","1","00","E","999","0","","1","01","02","01","03","PA","1","07","2D4GP44L47R","TES"
"","15","N","2018058520","3","1","","1","01","Y","TOYT","2015","01","1","","1","00","S","999","0","","1","01","07","01","01","GA","1","01","JTMRFREV3FD","T4W"
"","04","N","2018023533","2","1","","5","02","Y","FORD","1994","01","2","","1","00","E","025","0","","2","01","02","01","02","PA","2","01","1FAPP36U5RK","P4D"
"","06","N","2018022692","2","1","","1","07","Y","VOLK","2007","01","1","","1","00","S","999","0","","2","01","07","02","01","PA","3","01","WVWLK93CX7E","PSW"
"","04","N","2018059395","2","1","","2","06","Y","HYUN","2016","01","2","","1","00","N","005","0","","1","01","03","01","01","PA","2","01","5NPDH4AEXGH","P4D"
"","51","N","2018024600","3","3","","1","09","Y","GMC","2015","99","1","","4","00","N","999","","","1","01","03","16","01","PA","1","04","3GTU2VEC6FG","TCW"
"","15","N","2018061377","1","1","","1","06","Y","HOND","2011","01","1","","1","00","E","999","0","","2","01","12","02","01","PA","2","06","5FNYF4H54BB","T4W"
"","15","N","2018060040","2","1","","2","06","Y","ACUR","2015","01","1","","1","00","S","000","0","","3","01","03","03","01","PA","2","01","5J8TB4H32FL","T4W"
"","51","N","2018025554","3","2","","3","06","Y","RAM","2017","","0","","1","00","","000","0","","2","02","05","06","09","PA","3","04","3C6UR5FL2HG","TCW"
"","15","N","2018005985","2","1","","1","12","Y","TOYT","2015","01","1","","1","00","S","040","0","","2","01","07","01","03","PA","1","01","2T3DFREV7FW","T4W"
"","09","N","2018006736","1","1","","1","07","Y","MERZ","2017","01","1","","3","00","E","020","0","","2","01","03","17","06","TX","2","01","99999999999",""
"","04","N","2018006415","3","1","","3","11","Y","MASE","2015","02","3","","1","00","N","000","0","","2","01","03","03","01","WI","1","01","ZAM57RTA3F1","P4D"
"","04","N","2018007209","3","1","","1","01","N","NISS","2008","01","1","","3","00","E","999","0","","1","01","03","17","01","PA","1","01","1N4BA41E38C","P4D"
"","04","N","2018006519","3","1","","4","11","Y","BMW","2010","02","2","","1","00","E","015","0","","1","01","07","01","01","PA","1","01","WBANV9C5XAC","P4D"
"","04","N","2018033661","2","2","","1","11","U","KIA","2014","","0","","1","00","","000","0","","2","02","12","06","11","PA","2","01","KNAGM4AD7E5","P4D"
"","51","N","2018006599","1","2","","3","05","U","FORD","2006","","0","","1","00","","000","0","","2","02","01","06","09","PA","2","04","1FTPW14546F","TCW"
"","04","N","2018006690","3","1","","1","05","Y","PONT","2003","02","1","","1","00","N","999","0","","1","01","07","01","03","PA","1","01","1G2NE52FX3C","P4D"
"","05","N","2018028012","3","1","","3","10","Y","PONT","2004","01","1","","1","00","N","010","0","","1","01","12","12","98","PA","2","01","5Y2SM62864Z","P4H"
"","15","N","2018007940","2","1","","1","01","Y","JEEP","2014","01","1","","1","00","N","020","0","","1","01","12","01","01","PA","1","06","1C4RJFBG7EC","T4W"
"","04","N","2018041500","3","1","","1","11","Y","ACUR","2010","01","1","","1","00","S","999","0","","2","01","07","01","01","PA","1","01","19UUA8F54AA","P4D"
"","15","N","2018032965","2","1","","1","11","Y","DODG","2008","02","1","","1","00","N","020","0","","1","01","04","01","01","PA","1","01","2D4FV47T98H","T4W"
"","15","N","2018005153","3","1","","3","08","Y","NISS","2005","01","1","","4","00","N","035","0","","1","01","07","16","11","PA","1","06","5N1AA08B55N","T4W"
"","69","N","2018014311","1","1","","1","06","Y","HOND","2017","01","1","","1","00","S","035","0","","2","01","01","02","01","PA","2","06","5J6RW2H89HL","T"
"","04","N","2018002908","3","1","","1","09","U","HOND","1994","01","1","","1","00","W","999","0","","1","01","05","01","01","PA","1","01","1HGCD5655RA","P4D"
"","15","N","2018042273","3","1","","1","11","Y","LEXS","2013","02","1","","1","00","W","999","0","","3","01","07","01","01","PA","2","06","2T2BK1BA2DC","T4W"
"","04","N","2018006551","3","1","","1","01","Y","TOYT","1997","01","1","","1","00","N","999","0","","1","01","08","01","07","PA","1","01","4T1BG22K3VU","P4D"
"","15","N","2018025535","1","1","","1","06","Y","MITS","2007","01","1","","1","00","W","000","0","","2","01","03","03","01","PA","2","06","4A4MN21S17E","T4W"
"","","N","2018033641","1","2","","2","11","","OTHR","","","0","","1","00","","000","","","2","02","06","06","11","","3","12","",""
"","02","N","2018029654","2","1","","1","11","Y","INFI","2008","01","2","","1","00","N","999","0","","2","01","99","15","01","PA","1","01","JNKCV64E08M","PCP"
"","15","N","2018040061","2","1","","3","06","Y","VOLV","2008","02","1","","1","00","E","005","0","","2","01","04","01","03","PA","2","06","YV4CZ982181","PUT"
"","09","N","2018006362","9","1","","3","11","Y","FORD","2018","03","4","","4","00","E","999","","","1","01","05","16","06","OK","1","01","3FA6P0RU8JR","P"
"","15","N","2018038536","3","1","","2","05","Y","SUBA","2014","01","1","","4","00","W","055","0","","1","01","05","16","06","PA","1","01","JF2GPAKCXE8","T4W"
"","02","N","2018003073","3","1","","1","12","U","CHEV","2010","01","1","","1","00","E","999","0","","1","01","07","01","03","PA","1","01","1G1AB1F56A7","PCP"
"","15","N","2018077752","1","1","","3","01","Y","FORD","2007","01","1","","1","00","E","999","0","","1","01","01","12","01","PA","1","06","1FMFU16557L","T4W"
"","73","N","2018040948","3","1","","1","12","Y","GRUM","2003","02","2","","1","00","W","999","0","","1","01","12","04","01","PA","1","04","5B4HP42R133","TIC"
"","04","N","2018039712","3","1","","3","12","Y","HOND","2008","01","1","","1","00","N","025","0","","3","01","05","02","01","PA","2","01","1HGCP26808A","P4D"
"","01","N","2018038843","1","1","","1","10","Y","VOLK","2015","01","1","","1","00","E","035","0","","2","01","12","01","01","PA","2","01","3VW7T7AT5FM","PCV"
"","15","N","2018038400","3","1","","1","03","Y","KIA","2012","01","1","","1","00","S","999","0","","1","01","12","01","01","PA","2","06","5XYKTDA6XCG","T4W"
"","69","N","2018039715","1","1","","1","01","Y","CHEV","2018","01","1","","1","00","S","999","0","","2","01","02","12","01","PA","2","06","1GNSKBKC3JR","T"
