"AVOID_MAN_CD","BODY_TYPE","COMM_VEH","CRN","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","OWNER_DRIVER","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE","VEH_TYPE","PARTIAL_VIN","VINA_BODY_TYPE_CD"
"","15","N","2020026971","1","2","","1","99","Y","TOYT","2016","","0","","1","00","","000","0","","1","02","05","06","01","PA","2","06","JTEBU5JR7G5","T4W"
"","","","2020025726","","","","","","","","","00","1","","","","","","","","2","31","","","","","2","","",""
"","69","N","2020028755","3","1","","1","02","Y","KIA","2019","02","1","","1","00","S","050","","","1","01","03","15","03","PA","1","06","KNDJN2A22K7","T"
"","02","N","2020028664","3","1","","3","10","Y","HOND","2008","01","1","","4","00","E","999","0","","2","01","01","10","01","PA","2","01","2HGFG12628H","PCP"
"","69","N","2020023954","1","1","","1","06","Y","VOLV","2018","01","1","","3","00","S","000","0","","2","01","05","03","01","PA","2","06","YV4A22PM2J1","T"
"","75","Y","2020029979","1","1","","1","12","Y","FRHT","2017","01","1","","1","21","W","055","1","","2","01","03","01","11","TN","1","05","3AKJGLDR2HS","TTR"
"","04","N","2020029317","3","1","","1","11","Y","DODG","2015","01","1","","1","00","W","025","","","1","01","02","01","03","PA","1","01","2C3CDXJG6FH","P4D"
"","15","N","2020027212","1","1","","1","06","Y","CADI","2017","01","2","","1","00","E","000","0","","3","01","03","03","03","PA","2","06","1GYKNDRSXHZ","T4W"
"","06","N","2020023241","3","1","","1","08","Y","SUBA","2014","02","1","","1","00","S","999","0","","2","01","12","12","07","PA","2","01","JF1GPAC64E8","PSW"
"","15","N","2020027535","2","1","","2","04","Y","SUBA","2014","01","1","","1","00","U","999","0","","1","01","08","01","01","PA","1","01","4S4BRBCC2E3","T4W"
"","04","N","2020025286","3","1","","1","12","Y","TOYT","2010","01","1","","1","00","S","060","0","","1","01","07","01","08","PA","1","01","2T1BU4EE2AC","P4D"
"","69","N","2020025947","1","1","","1","06","Y","JEEP","2019","01","1","","1","00","W","000","0","","2","01","05","03","02","NY","3","06","1C4PJMLB4KD","T"
"","15","N","2020024849","3","1","","2","11","Y","VOLK","2016","01","3","","1","00","N","045","0","","1","01","05","01","03","PA","1","01","WVGAV7AX6GW","T4W"
"","69","N","2020026638","2","1","","1","14","Y","CHEV","2018","01","2","","1","00","E","035","0","","2","01","05","01","03","TX","0","06","3GNAXSEV5JL","T"
"","15","N","2020024433","2","1","","3","05","Y","CHEV","2015","01","1","","1","00","S","000","0","","2","01","03","03","01","PA","2","06","2GNFLEEK6F6","T4W"
"","04","N","2020025934","1","2","","1","06","U","CHEV","2001","","0","","1","00","","000","0","","3","02","04","06","11","PA","2","01","1Y1SK52891Z","P4D"
"","04","N","2020028774","3","3","","1","11","Y","MERZ","2012","01","1","","1","00","N","060","","","1","01","05","01","03","PA","1","01","WDDHF8JBXCA","P4D"
"","69","N","2020028083","3","1","","3","11","Y","JEEP","2020","01","1","","4","00","N","040","0","","2","01","12","16","06","PA","2","06","1C4PJMLB5LD","T"
"","51","N","2020027912","3","1","","1","11","Y","NISS","2015","01","2","","1","00","S","999","0","","2","01","01","01","98","PA","2","01","1N6AD0EV7FN","TCW"
"","04","N","2020030837","3","1","","2","13","Y","CHEV","2014","02","1","","1","00","N","999","0","","1","01","03","01","07","PA","1","06","1G1PA5SG4E7","P4D"
"","15","N","2020022519","3","1","","1","10","Y","NISS","2011","01","1","","1","00","E","010","","","1","01","09","12","07","PA","1","06","JN8AZ1MWXBW","T4W"
"","04","N","2020027702","3","1","","1","12","Y","MITS","2009","01","1","","1","00","W","999","0","","1","01","05","01","01","PA","1","01","4A3AB36F09E","P4D"
"","04","N","2020026646","3","2","","1","07","U","TOYT","2013","","0","","1","00","U","000","","","2","02","07","06","01","PA","2","01","4T4BF1FK8DR","P4D"
"","04","N","2020026934","2","1","","1","07","Y","VOLV","2012","01","1","","4","00","W","000","","","2","01","03","03","13","PA","2","01","YV1622FS4C2","P4D"
"","69","Y","2020025726","0","1","","1","10","Y","FORD","2018","02","1","","1","00","S","020","0","","1","01","12","10","01","PA","1","03","1FDAF4GY7JD","T"
"","04","N","2020013087","1","1","","4","12","Y","TOYT","1991","02","2","","1","00","E","999","0","","1","01","08","01","01","PA","1","01","2T1AE94A0MC","P4D"
"","69","N","2020013182","1","1","","1","06","Y","CHEV","2018","01","2","","1","00","E","999","0","","2","01","01","02","01","PA","2","04","3GCUKREC4JG","T"
"","51","N","2020014398","3","1","","1","11","Y","CHEV","2009","01","1","","4","00","E","025","0","","1","01","07","16","01","PA","1","04","1GCEK29C79Z","T4C"
"","04","N","2020015403","3","1","","1","12","Y","NISS","2014","01","1","","3","00","E","999","","","1","01","02","17","01","PA","1","01","3N1AB7AP4EL","P4D"
"","40","N","2020014372","3","1","","1","01","Y","DODG","2012","01","1","","1","00","N","999","0","","1","01","03","01","01","PA","1","01","2C4RDGEG7CR","TSV"
"","15","N","2020009506","3","1","","1","11","Y","MERC","2010","01","1","","3","00","E","999","0","","1","01","07","13","06","WV","0","06","4M2CN9BG0AK","T4W"
"","51","N","2020010747","3","1","","1","04","U","FORD","2012","01","2","","1","00","E","999","0","","2","01","02","01","03","PA","2","01","1FTFW1EFXCF","TCW"
"","04","N","2020013367","1","1","","3","01","U","NISS","1996","02","1","","1","00","N","999","0","","1","01","04","01","09","PA","0","01","1N4AB41D2TC","P4D"
"","51","N","2020012020","1","1","","1","06","Y","FORD","2001","01","1","","1","00","W","000","0","","2","01","02","03","01","PA","2","04","2FTRX18L31C","T4C"
"","04","N","2020012169","3","1","","1","01","Y","KIA","2013","01","1","","1","00","N","999","0","","1","01","07","01","01","PA","1","01","5XXGN4A77DG","P4D"
"","09","N","2020012564","3","2","","1","08","Y","DODG","2019","","0","","1","00","W","000","0","","2","02","12","06","11","OK","2","01","2C3CDXHG8KH","P"
"","40","N","2020003224","1","1","","1","12","Y","CHRY","2012","02","1","","1","46","E","999","0","","1","01","01","01","13","PA","1","07","2C4RC1BG1CR","TSV"
"","04","N","2020016064","2","1","","1","06","Y","CHEV","2017","01","2","","1","00","W","005","","","2","01","05","02","01","PA","2","01","1G1BC5SM8H7","P4D"
"","69","N","2020012728","2","1","","3","11","Y","KIA","2018","01","1","","1","00","N","015","0","","1","01","07","02","01","PA","1","06","KNDJP3A58J7","T"
"","15","N","2020012115","1","1","","1","02","Y","SUBA","2003","01","1","","3","00","W","999","0","","2","01","04","17","07","PA","2","06","JF1SG63673H","T4W"
"","04","N","2020012283","2","1","","1","06","Y","HYUN","2007","02","1","","1","00","E","015","0","","1","01","03","12","11","PA","2","01","5NPEU46F37H","P4D"
"0","04","N","2020015434","3","1","0","1","12","Y","HOND","1992","01","1","12","1","00","N","050","0","9","1","01","12","01","01","PA","1","01","1HGCB7679NA","P4D"
"","40","N","2020012692","1","2","","1","04","Y","FORD","2004","","0","","1","46","N","000","0","","3","02","07","06","01","PA","2","07","1FMRE11W34H","TSV"
"","09","N","2020010756","3","1","","3","01","Y","KIA","2018","01","1","","1","00","N","030","0","","1","01","02","01","01","PA","3","01","3KPFL4A70JE","P"
"","69","N","2020012612","2","1","","2","06","Y","HYUN","2020","01","2","","1","00","E","000","","","2","01","02","03","03","PA","2","06","KM8R5DHE5LU","T"
"","04","N","2020012534","1","1","","3","07","Y","BMW","2016","01","1","","1","00","W","999","0","","1","01","05","05","01","PA","2","01","WBA8E3G54GN","P4D"
"","41","N","2020010074","3","3","","2","12","Y","FORD","2009","01","1","","1","49","N","999","0","","1","01","03","01","09","PA","1","07","1FTNE14L39D","TCG"
"","04","N","2020012760","2","1","","1","05","Y","CHEV","2017","01","1","","1","00","S","005","0","","1","01","07","14","98","PA","1","01","1G1ZE5ST2HF","P4D"
"","09","N","2020020078","3","1","","2","06","Y","KIA","2019","01","1","","1","00","W","999","0","","2","01","07","01","01","GA","3","01","3KPF24AD8KE","P"
"","69","N","2020022218","3","1","","1","11","Y","DODG","2018","02","1","","1","13","W","025","0","","2","01","12","01","03","PA","2","01","2C4RDGBGXJR","T"
"","04","N","2020022141","3","1","","1","03","Y","KIA","2015","01","1","","1","00","N","999","0","","2","01","07","01","09","PA","2","01","KNAFX4A89F5","P4D"
"","04","N","2020023981","1","1","","1","06","Y","HYUN","2009","01","1","","1","00","E","000","","","3","01","01","03","01","PA","2","01","KMHDU46D09U","P4D"
"","04","N","2020021975","3","1","","1","01","Y","INFI","2013","01","2","","1","00","W","030","0","","2","01","07","01","01","PA","1","01","JN1CV6AR1DM","P4D"
"","05","N","2020022151","3","1","","1","12","Y","KIA","2016","02","1","","1","00","S","045","0","","2","01","07","01","03","PA","1","01","KNADM5A34G6","P4H"
"","04","N","2020021246","3","1","","1","11","Y","MERC","2009","02","3","","1","00","E","999","0","","2","01","02","10","06","PA","1","01","1MEHM42W19G","P4D"
"","69","N","2020021321","1","1","","2","05","Y","CHEV","2018","01","1","","1","00","N","010","0","","3","01","05","04","01","PA","2","04","1GCVKREC6JZ","T"
"","09","N","2020018113","2","1","","1","01","Y","NISS","2018","01","2","","1","00","N","999","0","","2","01","12","01","03","PA","2","01","3N1AB7AP9JY","P"
"","04","N","2020020879","2","1","","1","12","Y","HYUN","2013","01","1","","1","00","S","999","0","","2","01","05","01","01","PA","2","01","KMHDH4AE6DU","P4D"
"","05","N","2020017043","3","1","","1","09","Y","TOYT","2015","01","1","","1","00","S","999","0","","2","01","12","01","02","PA","2","01","JTDKDTB31F1","P4H"
"","15","N","2020018661","3","1","","1","11","Y","JEEP","2016","01","1","","1","00","W","999","0","","1","01","03","10","01","PA","2","06","1C4NJDEB0GD","T4W"
"","","","2020009184","","","","","","","","","","1","","","","","","","","2","31","","","","","2","","",""
"","15","N","2020028103","3","1","","3","12","Y","TOYT","2006","02","2","","1","00","W","999","0","","1","01","01","10","09","PA","1","06","JTEEP21A560","T4W"
"","15","N","2020023983","1","1","","1","10","Y","TOYT","2015","02","1","","1","00","W","999","0","","3","01","11","98","09","OH","2","06","2T3RFREVXFW","T4W"
"","15","N","2020022788","9","1","","1","12","Y","CHEV","2017","01","1","","1","00","E","999","0","","2","01","05","01","01","PA","1","06","1GNSKBKC6HR","T4W"
"","","","2020009588","","","","","","","","","","1","","","","","","","","2","31","","","","","2","","",""
"","69","N","2020025577","3","1","","1","12","Y","MITS","2018","01","1","","1","00","W","030","0","","1","01","07","01","09","PA","1","06","JA4AZ3A34JZ","T"
"","04","N","2020017065","0","1","","1","12","Y","HOND","1998","02","1","","3","00","N","999","","","1","01","03","17","01","PA","1","01","1HGCG564XWA","P4D"
"","04","N","2020011986","3","1","","1","11","Y","TOYT","2007","01","1","","1","00","E","015","","","1","01","04","02","98","PA","1","01","2T1BR32EX7C","P4D"
"","04","N","2020011627","2","2","","1","10","Y","BUIC","2004","","0","","1","00","","000","0","","3","02","08","06","98","PA","2","01","2G4WS52J041","P4D"
"","04","N","2020019587","3","1","","1","01","Y","CHEV","2009","01","1","","1","00","N","035","0","","1","01","99","01","11","PA","1","01","1G1ZG57BX9F","P4D"
"","","","2020016840","","","","","","","","","","1","","","","","","","","2","31","","","","","2","","",""
"","02","N","2020011971","3","1","","1","02","Y","CADI","1995","02","1","","1","00","W","015","0","","1","01","02","01","04","PA","1","01","1G6EL12Y7SU","PCP"
"","69","Y","2020016123","1","1","","1","06","Y","GILG","2017","02","15","","1","00","W","000","0","","1","01","02","03","01","PA","2","03","15GGD2718H3","T"
"","69","N","2020017120","3","1","","3","12","Y","DODG","2018","01","1","","1","00","S","999","0","","1","01","01","01","01","PA","1","06","1C4RDJDG7JC","T"
"","09","N","2020009159","1","1","","1","11","Y","MERZ","2019","02","1","","1","00","N","035","0","","2","01","03","01","01","PA","2","01","55SWF6EB0KU","P"
"","40","N","2020017369","3","1","","3","01","Y","DODG","2012","01","2","","1","46","W","000","0","","2","01","01","03","01","PA","2","07","2C4RDGBG3CR","TSV"
"","69","N","2020014805","3","1","","3","09","Y","KIA","2019","01","2","","1","00","N","999","0","","2","01","07","01","09","PA","2","06","KNDPMCAC8K7","T"
"","04","N","2020011502","1","1","","1","06","Y","CHEV","2011","01","1","","1","00","N","035","0","","1","01","12","01","01","PA","2","01","1G1ZB5E1XBF","P4D"
"","69","N","2020009498","3","1","","1","06","Y","TOYT","2018","01","4","","1","00","W","000","0","","2","01","05","03","04","PA","2","06","JTEBU5JR1J5","T"
"","69","Y","2020014894","3","1","","2","06","Y","MACK","2020","02","3","","1","00","N","999","0","","3","01","12","01","02","PA","2","05","1M2GR4GC8LM","T"
"","15","N","2020018798","1","1","","2","12","Y","SUBA","2014","01","1","","3","00","W","015","0","","1","01","02","02","01","PA","1","01","JF2GPAGC6E8","T4W"
"","15","N","2020010088","3","1","","1","02","Y","CADI","2009","02","1","","1","00","N","999","0","","1","01","08","12","04","PA","2","01","1GYEE437290","T4W"
"","04","N","2020017338","3","1","","2","12","Y","FORD","2010","01","1","","1","00","W","999","0","","2","01","07","01","01","PA","1","01","3FAHP0HG0AR","P4D"
"","51","N","2020008858","2","1","","2","12","Y","FORD","1996","01","1","","4","00","E","999","0","","1","01","12","16","01","PA","0","04","1FTCR11X5TT","TPK"
"","15","N","2020016685","3","2","","1","09","Y","ACUR","2012","","0","","","00","","000","","","5","02","12","06","09","ZZ","0","06","2HNYD2H28CH","T4W"
"","09","N","2020016424","2","4","","1","12","U","UNKN","","99","1","","1","00","N","030","0","","1","01","07","01","01","ZZ","1","01","",""
"","04","N","2020009159","3","1","","1","05","Y","DODG","2013","02","1","","1","00","N","035","0","","1","01","02","15","03","PA","1","01","1C3CDZAB3DN","P4D"
"","15","N","2020010501","3","1","","1","12","Y","MAZD","2005","02","1","","4","00","E","999","0","","3","01","09","16","01","PA","1","01","4F2YZ92Z05K","T4W"
"","69","Y","2020016512","3","1","","2","13","Y","MACK","2018","02","1","","1","99","E","025","0","","1","01","02","01","01","PA","1","05","1M2AX07C6JM","T"
"","69","N","2020024836","3","1","","1","11","Y","FORD","2020","01","2","","1","00","S","035","0","","2","01","07","01","01","IL","2","01","MAJ6S3KL8LC","T"
"","69","N","2020016311","2","1","","1","01","Y","HOND","2018","01","1","","3","00","N","025","0","","1","01","07","17","01","PA","1","06","3CZRU6H34JG","T"
"","15","N","2020024863","1","3","","1","12","U","HYUN","2007","98","1","","1","00","N","025","0","","1","01","07","12","04","PA","1","06","5NMSH13E67H","T4W"
"","69","N","2020025600","3","1","","3","06","Y","HOND","2019","01","1","","1","00","U","000","0","","2","01","07","03","01","PA","2","01","5FNYF6H93KB","T"
"","04","N","2020025961","3","1","","1","03","Y","HOND","2014","01","1","","1","00","E","045","","","2","01","02","01","06","PA","3","01","2HGFB2F57EH","P4D"
"","15","N","2020015826","3","1","","1","12","Y","NISS","2011","02","1","","1","00","S","999","0","","1","01","03","01","11","PA","1","04","JN8AS5MV3BW","T4W"
"","04","N","2020024114","3","1","","1","01","U","HYUN","2014","01","1","","4","00","N","030","0","","1","01","07","16","01","PA","1","01","KMHCT4AE2EU","P4D"
"","15","N","2020025266","1","2","","1","12","Y","JEEP","2014","","0","","1","00","","000","0","","3","02","05","06","01","PA","2","06","1C4NJDBB8ED","T4W"
"","69","N","2020023953","1","2","","1","02","Y","JEEP","2020","","0","","1","00","","000","0","","3","02","05","06","12","PA","2","04","1C6HJTFG9LL","T"
"","04","N","2020022199","3","1","","1","02","U","NISS","2008","02","1","","1","00","W","035","0","","1","01","05","01","03","PA","1","01","1N4BA41E48C","P4D"
"","04","N","2020024658","3","1","","2","12","Y","HYUN","2010","01","1","","1","00","S","999","0","","2","01","05","01","01","PA","1","01","KMHCN4AC7AU","P4D"
"","15","N","2020017315","2","1","","1","06","Y","HOND","2014","01","2","","1","00","W","999","0","","2","01","05","02","01","PA","2","01","2HKRM4H3XEH","T4W"
"","04","N","2020023365","3","3","","3","06","Y","NISS","2008","01","1","","1","00","E","050","0","","1","01","07","01","01","PA","1","01","3N1CB61E38L","P4D"
"","","","2020012083","","","","","","","","","","1","","","","","","","","2","31","","","","","2","","",""
"","51","N","2020016179","1","1","","1","12","Y","CHEV","2013","02","1","","1","00","W","030","","","1","01","03","01","01","PA","1","04","1GCRKSE77DZ","T4C"
